PPV,algorithm,prop_exp,pi_ne,risk,SE_exposed,comb
0.368421052631579,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.351020408163265,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.302040816326531,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.315789473684211,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.324,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.369477911646586,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.305220883534137,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.317269076305221,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.310483870967742,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.33739837398374,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.350806451612903,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.327935222672065,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.361788617886179,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.384615384615385,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.290322580645161,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.325301204819277,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34412955465587,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.344,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.315789473684211,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.289156626506024,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.397590361445783,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.293172690763052,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.273092369477912,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.326612903225806,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.311740890688259,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.324,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.345381526104418,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.272357723577236,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.356,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.30241935483871,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.321285140562249,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.326612903225806,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.331983805668016,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.353413654618474,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.309236947791165,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.290322580645161,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.284552845528455,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.266129032258065,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.354838709677419,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.378048780487805,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.373983739837398,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.342741935483871,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.331983805668016,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.281124497991968,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.298387096774194,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.332,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.296747967479675,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.321285140562249,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.370967741935484,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.309236947791165,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.296,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.311740890688259,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.285140562248996,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.375,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.30241935483871,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.293172690763052,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.305220883534137,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.289156626506024,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.309236947791165,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.32258064516129,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.32,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.352,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.338709677419355,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.32258064516129,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.366935483870968,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.29718875502008,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.327935222672065,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.368421052631579,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.346774193548387,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.338709677419355,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.371428571428571,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.330645161290323,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.368421052631579,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.296,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.326530612244898,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.330645161290323,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.368421052631579,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.314516129032258,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.337349397590361,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.373493975903614,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348178137651822,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.312,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357723577235772,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.364,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.371428571428571,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.362903225806452,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.331983805668016,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.308,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.29718875502008,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.257028112449799,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.311740890688259,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.296,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.353413654618474,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.303643724696356,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.32258064516129,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.329317269076305,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.328,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.304878048780488,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.380566801619433,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.389558232931727,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.342741935483871,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34412955465587,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.317269076305221,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.321285140562249,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.381526104417671,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.331983805668016,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.336032388663968,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.284,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.344,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.36144578313253,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.285140562248996,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.311740890688259,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.318367346938776,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.345381526104418,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.366935483870968,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.352,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34136546184739,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.346774193548387,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.384,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.328,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.377510040160643,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.369477911646586,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.286290322580645,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.352,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.32258064516129,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.311740890688259,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.338709677419355,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.395161290322581,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.360323886639676,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.313008130081301,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.328,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.316,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.329317269076305,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.298387096774194,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.336032388663968,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.317269076305221,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.377510040160643,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.319838056680162,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.292,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.377510040160643,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.301204819277108,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.286290322580645,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.348,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.345528455284553,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.310483870967742,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.376518218623482,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.334677419354839,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.30241935483871,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.329317269076305,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.360323886639676,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34136546184739,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.29718875502008,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.375,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.345528455284553,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34412955465587,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34412955465587,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.369477911646586,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.370967741935484,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.33739837398374,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.315789473684211,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.34,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.303643724696356,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.310483870967742,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.362903225806452,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.349397590361446,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.299595141700405,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.321285140562249,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.344,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.346774193548387,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.336,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.350806451612903,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.375,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.356,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.338709677419355,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.288,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.337349397590361,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.360323886639676,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.357429718875502,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.290322580645161,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.345381526104418,A_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.2,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.25,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.333333333333333,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0,B_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
